id,artist_lastfm,listeners_lastfm,scrobbles_lastfm
4916,Trüby Trio,,
4917,Salem,,
4922,Juan Luis Guerra,,
4923,Mark Mothersbaugh,,
4924,Black Light Burns,,
4925,Kollektiv Turmstrasse,,
4926,Terror Squad,,
4927,Vybz Kartel,,
4928,AronChupa,,
4929,Logistics,,
4930,Tanita Tikaram,,
4931,Bridgit Mendler,,
4932,Three Drives,,
4933,Arovane,,
4934,The Easybeats,,
4935,Tyler Ward,,
4936,Johnny Hates Jazz,,
4937,The Dining Rooms,,
4938,Harlem Shakes,,
4939,Pulsedriver,,
4940,Hockey,,
4941,Miss Kittin & The Hacker,,
4942,And So I Watch You From Afar,,
4943,Jan Hammer,,
4944,Maps & Atlases,,
4945,Jamal,,
4948,Paolo Conte,,
4949,Stephen Stills,,
4950,This Mortal Coil,,
4951,Bill Callahan,,
4952,Gob,,
4954,U.S.D.A.,,
4955,Bugge Wesseltoft,,
4956,M People,,
4957,Brodka,,
4958,The Bamboos,,
4960,Tory Lanez,,
4961,Siriusmo,,
4962,Laid Back,,
4963,Griffin House,,
4964,Fucked Up,,
4965,Aswad,,
4966,Gheorghe Zamfir,,
4967,Bad Suns,,
4968,The Piano Guys,,
4969,Al Hirt,,
4970,Thomas Dybdahl,,
4971,Teriyaki Boyz,,
4972,Bond,,
4973,Shigeto,,
4974,Museum,,
4979,Rachel Platten,,
4980,Don Carlos,,
4982,Martin Jensen,,
4983,Autolux,,
4984,The Seeds,,
4985,Animals as Leaders,,
4986,Monsters of Folk,,
4987,Oh No,,
4988,Bohren & der Club of Gore,,
4989,Global Communication,,
4990,The Pretty Things,,
4991,The Hooters,,
4992,Marcus Miller,,
4993,Conway Twitty,,
4994,Wim Mertens,,
4995,Jonathan Larson,,
4996,O.S.T.R.,,
4997,John Zorn,,
4998,The Diplomats,,
4999,DJ Drama,,
5000,Jules Massenet,,
5001,Adam Ant,,
5002,Fantômas,,
5003,Client,,
5004,Mat Zo,,
5005,Powderfinger,,
5006,Juliette and the Licks,,
5007,Nick Lowe,,
5008,Leela James,,
5009,LIL PEEP,,
5010,Digital Underground,,
5011,Ziggy Marley & The Melody Makers,,
5012,Sage the Gemini,,
5013,Inspiral Carpets,,
5014,Ice-T,,
5015,Kreayshawn,,
5016,Spacemen 3,,
5017,Daphne Loves Derby,,
5018,Moya Brennan,,
5019,Unheilig,,
5020,Andre 3000,,
5021,Cult of Luna,,
5022,Quietdrive,,
5023,Nina Sky,,
5024,Wizzard,,
5025,Jon Bellion,,
5026,Lita Ford,,
5027,Laleh,,
5028,CFCF,,
5029,Big Mountain,,
5030,E-Type,,
5032,Grave Digger,,
5033,The Innocence Mission,,
5034,Wilson Phillips,,
5035,Elisa,,
5040,Herb Alpert and the Tijuana Brass,,
5041,Tavares,,
5042,Haggard,,
5043,Atoms for Peace,,
5044,Celtic Frost,,
5045,Jesper Kyd,,
5046,Adventure Club,,
5047,Pete and the Pirates,,
5048,16 Horsepower,,
5049,Wintersun,,
5050,Georges Brassens,,
5051,TM Juke,,
5052,Mr. President,,
5053,Nara Leão,,
5054,Panjabi MC,,
5055,Matt Simons,,
5056,Silk,,
5064,Tribalistas,,
5065,Mitch Hedberg,,
5066,Ahmad Jamal,,
5067,Whigfield,,
5068,Teena Marie,,
5069,Strange Talk,,
5070,Ima Robot,,
5071,I See Stars,,
5072,Kathleen Edwards,,
5073,Susanne Sundfør,,
5074,Marcos Valle,,
5075,Jacob Miller,,
5076,The Dear Hunter,,
5077,Vic Damone,,
5078,Kids in Glass Houses,,
5079,Richard Thompson,,
5081,Cazuza,,
5082,Jim Brickman,,
5083,The Bronx,,
5084,Cloud Cult,,
5085,Balam Acab,,
5086,Terror,,
5087,Morgan Heritage,,
5088,JP Cooper,,
5089,Avi Buffalo,,
5090,Cheryl Lynn,,
5091,Veronica Maggio,,
5092,Leonard Bernstein,,
5093,Miguel Bosé,,
5094,HORSE the band,,
5095,Albert Collins,,
5096,Foreign Beggars,,
5097,Adolescents,,
5098,The Mission,,
5099,KYLE,,
5100,Patrick O'Hearn,,
5101,MellowHype,,
5102,Bootsy Collins,,
5103,Two Steps from Hell,,
5104,Alexander,,
5108,The Grass Roots,,
5109,Capital Inicial,,
5110,Lemar,,
5111,The Real McKenzies,,
5112,Kevin Lyttle,,
5113,Maggie Rogers,,
5114,Winger,,
5115,The Chi-Lites,,
5116,Loudon Wainwright III,,
5117,Young Galaxy,,
5118,The Wedding Present,,
5119,Rage,,
5120,Heartsrevolution,,
5121,Current 93,,
5122,Sylvain Chauveau,,
5123,LIL PUMP,,
5124,Дельфин,,
5125,George Duke,,
5126,Fontella Bass,,
5127,Dale Earnhardt Jr. Jr.,,
5128,Blue Stahli,,
5129,The Heptones,,
5130,Daya,,
5131,Eric Dolphy,,
5132,Alcazar,,
5133,Isolée,,
5134,David Bisbal,,
5135,Nadia Ali,,
5136,Herbert,,
5137,Novo Amor,,
5138,Young Fathers,,
5139,The Sound of Animals Fighting,,
5140,Lindstrøm,,
5141,The Edgar Winter Group,,
5142,Ann Peebles,,
5143,Zeca Baleiro,,
5144,Michael W. Smith,,
5145,Balkan Beat Box,,
5146,Plastikman,,
5147,Murder By Death,,
5148,5'nizza,,
5149,Cartola,,
5150,José Padilla,,
5151,Punch Brothers,,
5152,Gyptian,,
5153,Pidżama Porno,,
5154,Aminé,,
5155,Nando Reis,,
5156,toe,,
5157,Orange Juice,,
5158,Kult,,
5161,Saxon Shore,,
5162,Luke Vibert,,
5163,Carla Thomas,,
5164,LTJ Bukem,,
5165,Backyard Babies,,
5166,Tahiti 80,,
5167,The Pillows,,
5168,Samy Deluxe,,
5169,Lone,,
5173,RBD,,
5174,Onra,,
5175,French Kicks,,
5176,Sunn O))),,
5177,Kyla La Grange,,
5178,The Growlers,,
5179,Field Music,,
5180,Rival Sons,,
5181,Blackmill,,
5182,The Cave Singers,,
5183,Spiller,,
5184,Pakito,,
5185,Shalamar,,
5186,Joshua Redman,,
5187,Christoph Willibald Gluck,,
5188,Matt White,,
5189,Lapalux,,
5190,Maximum the Hormone,,
5191,Julee Cruise,,
5192,Laibach,,
5193,TC,,
5194,Sidney Bechet,,
5195,Art Pepper,,
5196,Ida Corr,,
5197,Houses,,
5200,Jimmy Reed,,
5201,Shop Boyz,,
5202,Brian May,,
5204,The Bug,,
5205,Nao,,
5206,Darkstar,,
5210,Big Tymers,,
5216,El Canto del Loco,,
5217,Jon Foreman,,
5218,702,,
5219,Classixx,,
5220,Justin Townes Earle,,
5221,Mulatu Astatke,,
5222,Scott Matthews,,
5223,Natalia Lafourcade,,
5224,The Ark,,
5225,Skee-Lo,,
5226,The Boo Radleys,,
5227,Josef Salvat,,
5228,Lightning Bolt,,
5229,BTS,,
5230,Kenny Wayne Shepherd Band,,
5231,Hermitude,,
5232,Clint Black,,
5233,Cap'n Jazz,,
5234,Crazy Frog,,
5235,Charles Trenet,,
5236,Civil Twilight,,
5237,Amaral,,
5238,Mississippi John Hurt,,
5239,The Youngbloods,,
5240,Evergrey,,
5241,Obituary,,
5242,Rosenstolz,,
5243,Olivier Messiaen,,
5244,Reverend Horton Heat,,
5245,Os Paralamas Do Sucesso,,
5246,Samantha Fox,,
5247,The Wrens,,
5249,Suzi Quatro,,
5250,Cody Simpson,,
5251,Mustard Plug,,
5252,Mint Condition,,
5253,Selena,,
5254,Evan Rachel Wood,,
5255,Steve Perry,,
5256,Cocoon,,
5257,Para One,,
5258,Tyrone Wells,,
5259,King Charles,,
5260,Paul Desmond,,
5261,The Long Winters,,
5262,Novos Baianos,,
5263,Devlin,,
5264,Alexander Scriabin,,
5265,Teen Daze,,
5266,bazzi,,
5267,Fabrizio Paterlini,,
5268,Jason Reeves,,
5269,NERVO,,
5270,Jim Morrison,,
5271,Machinae Supremacy,,
5272,The Octopus Project,,
5273,Phil Vassar,,
5274,:Wumpscut:,,
5275,Dimitri from Paris,,
5276,Chambao,,
5277,Chris Malinchak,,
5278,E.S. Posthumus,,
5279,Dustin Tebbutt,,
5280,The Vapors,,
5281,John Talabot,,
5282,George Thorogood,,
5283,Jacques Dutronc,,
5284,Marika Hackman,,
5285,Vivian Girls,,
5286,Yves Montand,,
5287,Gabriel & Dresden,,
5288,Donnis,,
5289,Nemesea,,
5290,Anna Calvi,,
5291,Rae & Christian,,
5292,Mr. Vegas,,
5293,Ghostpoet,,
5294,Vic Mensa,,
5295,Morandi,,
5296,Courtney Love,,
5297,Sam Hunt,,
5298,Ляпис Трубецкой,,
5299,Distance,,
5300,Junior Kelly,,
5301,Geographer,,
5302,EF,,
5303,Eisbrecher,,
5304,Circa Waves,,
5305,ДДТ,,
5306,Dawn Landes,,
5307,The Champs,,
5308,Dorrough,,
5309,Nuspirit Helsinki,,
5310,Michael Calfan,,
5311,Shabazz Palaces,,
5312,Evil Nine,,
5313,Emika,,
5314,Lethal Bizzle,,
5315,Robbie Rivera,,
5316,Joker,,
5322,Ott,,
5323,Eddie Murphy,,
5324,The Disco Boys,,
5325,Mélanie Laurent,,
5326,GoldLink,,
5327,David Allan Coe,,
5328,Elefante,,
5330,Sham 69,,
5331,Cabaret Voltaire,,
5332,"Grover Washington, Jr.",,
5333,Engenheiros Do Hawaii,,
5334,Charlotte Martin,,
5335,Widowspeak,,
5336,Bomb the Bass,,
5337,Alpine,,
5338,Dungen,,
5339,B.G.,,
5340,Born of Osiris,,
5341,Grace Potter & The Nocturnals,,
5342,Jason Michael Carroll,,
5343,Mary Chapin Carpenter,,
5344,The Tough Alliance,,
5345,Porcelain Raft,,
5346,Ravi Shankar,,
5347,Michael Mind,,
5348,Rasputina,,
5349,George Clinton,,
5350,The Rumble Strips,,
5351,Dream Evil,,
5352,ASHES dIVIDE,,
5353,John Farnham,,
5354,Bad English,,
5355,Energy 52,,
5356,High on Fire,,
5357,The Jezabels,,
5358,Crystal Waters,,
5359,The Shoes,,
5361,John Cage,,
5362,Madrugada,,
5363,2 Live Crew,,
5364,Pop Evil,,
5365,Wild Belle,,
5366,Peter Cincotti,,
5367,Aaron Copland,,
5368,Wolfsheim,,
5369,Robert Cray,,
5370,Smolik,,
5371,Babasónicos,,
5372,Save Ferris,,
5373,Lalo Schifrin,,
5374,Necro,,
5376,Umphrey's McGee,,
5377,VACATIONER,,
5378,"Evelyn """"""""Champagne"""""""" King",,
5379,Ursula 1000,,
5380,Strawberry Alarm Clock,,
5381,Mitski,,
5382,Adam F,,
5383,Six Feet Under,,
5384,Oceana,,
5386,Entombed,,
5387,The Tragically Hip,,
5388,Engelbert Humperdinck,,
5390,Dead Boys,,
5391,Brotha Lynch Hung,,
5392,Acid House Kings,,
5393,Blind Willie McTell,,
5394,Nora En Pure,,
5395,Jah Cure,,
5396,Skip James,,
5397,Tony Toni Toné,,
5398,Divinyls,,
5399,William Bell,,
5400,Shed Seven,,
5401,The Ordinary Boys,,
5402,Guttermouth,,
5403,Le Youth,,
5404,Dolores O'Riordan,,
5405,Black Sheep,,
5407,Club 8,,
5412,KOAN Sound,,
5413,Touch and Go,,
5414,King Gizzard & The Lizard Wizard,,
5415,David Crowder Band,,
5416,Fritz Kalkbrenner,,
5417,Love And Rockets,,
5418,Bruce Hornsby & the Range,,
5419,Big Black,,
5420,Jesu,,
5421,Oliver Nelson,,
5422,Tiger Army,,
5423,Get Cape. Wear Cape. Fly,,
5424,Slow Magic,,
5425,Coralie Clément,,
5426,Plumb,,
5427,Catatonia,,
5428,Claudio Monteverdi,,
5429,Richard O'Brien,,
5430,Destruction,,
5431,Tank,,
5432,Enslaved,,
5437,R.L. Burnside,,
5438,Youssou N'Dour,,
5439,Six Organs of Admittance,,
5440,Black Tide,,
5441,Ivete Sangalo,,
5442,Old 97's,,
5443,Samael,,
5444,Paris Combo,,
5445,Handsome Furs,,
5446,Shawn Chrystopher,,
5447,Bobby V,,
5448,A Sunny Day In Glasgow,,
5449,Crystal Stilts,,
5450,The Casualties,,
5451,Two Gallants,,
5452,Hanoi Rocks,,
5453,Thompson Square,,
5454,Led Zepagain,,
5455,Ali Farka Touré,,
5456,Hundred Waters,,
5457,Mägo de Oz,,
5458,Pastor Troy,,
5459,梶芽衣子,,
5460,Freundeskreis,,
5461,Danny Byrd,,
5462,Bondax,,
5463,The Tremeloes,,
5464,Edenbridge,,
5465,The Secret Handshake,,
5466,ADULT.,,
5467,Joe Strummer and the Mescaleros,,
5468,Malcolm McLaren,,
5469,J.B.O.,,
5470,Tarkan,,
5471,Gram Parsons,,
5472,Moondog,,
5473,William Basinski,,
5474,Louis The Child,,
5475,Actress,,
5476,Hawk Nelson,,
5477,Huey,,
5479,Bear McCreary,,
5480,Macaco,,
5481,Mark Isham,,
5482,Aisha Duo,,
5483,Brantley Gilbert,,
5484,Claude VonStroke,,
5485,Flow,,
5486,Library Tapes,,
5487,Big Gigantic,,
5488,Passafire,,
5489,Peeping Tom,,
5490,Robert DeLong,,
5491,Lazlo Bane,,
5492,Noel Gallagher,,
5493,Sigrid,,
5494,The Foreign Exchange,,
5495,Aztec Camera,,
5496,Le Knight Club,,
5497,Brooklyn Bounce,,
5498,Son Volt,,
5499,Susan Boyle,,
5500,Kelela,,
5501,Shura,,
5502,One Chance,,
5503,Allah-Las,,
5504,Arthur Russell,,
5505,Absolute Beginner,,
5506,Bob James,,
5507,V V Brown,,
5508,Grits,,
5509,The Echelon Effect,,
5510,A,,
5513,Saltillo,,
5514,The Nitty Gritty Dirt Band,,
5515,The Matches,,
5516,BoySetsFire,,
5517,Title Fight,,
5518,Braids,,
5519,X-Ray Spex,,
5520,Ronald Jenkees,,
5521,Aeroplane,,
5522,The Slits,,
5523,K.I.Z.,,
5524,Blessid Union Of Souls,,
5525,Skeeter Davis,,
5526,Earth,,
5527,Kurtis Blow,,
5528,Tom Zé,,
5529,Julianna Barwick,,
5530,H2O,,
5544,Bill Conti,,
5545,StoneBridge,,
5546,Draconian,,
5547,B*Witched,,
5548,Martin L. Gore,,
5549,Mel & Kim,,
5550,A R I Z O N A,,
5551,Rebecca Ferguson,,
5552,Junior Murvin,,
5553,Lyle Lovett,,
5554,ATC,,
5555,Gouryella,,
5556,Patrick Park,,
5557,Parra for Cuva,,
5558,Holy Other,,
5559,Rufus Thomas,,
5560,Pimp C,,
5561,Hunter,,
5567,Framing Hanley,,
5568,The 88,,
5569,Jermaine Jackson,,
5570,Still Remains,,
5571,Susumu Yokota,,
5572,Hopsin,,
5573,Nellie McKay,,
5574,Lyn Collins,,
5575,Saigon,,
5576,Kwabs,,
5577,Astral Projection,,
5578,Diablo Swing Orchestra,,
5579,Despised Icon,,
5580,Samuel E. Wright,,
5581,Blue Sky Black Death,,
5582,Bajofondo,,
5583,Alabama 3,,
5584,Pietro Mascagni,,
5585,Ojos de Brujo,,
5586,Dirty Three,,
5587,Jack Jones,,
5588,Rishloo,,
5589,Արամ Խաչատրյան,,
5590,Trevor Jones,,
5591,Serebro,,
5592,DeBarge,,
5593,Paul Johnson,,
5594,Iceage,,
5595,Screeching Weasel,,
5596,The Scene Aesthetic,,
5597,The Tokens,,
5598,Skye,,
5599,Novaspace,,
5600,Hilltop Hoods,,
5601,Elvin Bishop,,
5602,Dub Pistols,,
5603,Anitta,,
5604,Ce Ce Peniston,,
5605,Billy Preston,,
5606,Das Racist,,
5607,Christian Death,,
5608,Deafheaven,,
5609,Betty Carter,,
5610,Marduk,,
5611,Space,,
5618,Annett Louisan,,
5619,Clem Leek,,
5620,NF,,
5621,I Blame Coco,,
5622,Mediæval Bæbes,,
5623,Celtic Spirit,,
5625,Tantric,,
5626,Vibrasphere,,
5627,Racoon,,
5628,Kyoto Jazz Massive,,
5629,Cannibal Ox,,
5630,Mapei,,
5631,WU LYF,,
5632,Susie Suh,,
5633,George Shearing,,
5634,Death in June,,
5635,Hope Sandoval & The Warm Inventions,,
5636,Freemasons,,
5637,Kinky,,
5638,Cro,,
5639,Land of Talk,,
5640,Equilibrium,,
5641,Electric President,,
5642,Blue Six,,
5643,The Puppini Sisters,,
5644,Joe Anderson,,
5645,Florrie,,
5646,Tristeza,,
5647,Summer Heart,,
5648,The Residents,,
5649,Lorn,,
5651,Forest Swords,,
5652,T.Love,,
5653,Kiasmos,,
5654,Atari Teenage Riot,,
5655,Marié Digby,,
5656,Flosstradamus,,
5657,Andrew Jackson Jihad,,
5658,Gryffin,,
5659,The Reindeer Section,,
5660,Brooke Fraser,,
5661,Insomnium,,
5662,Goapele,,
5663,Slash's Snakepit,,
5664,Eighteen Visions,,
5665,Calum Scott,,
5666,Wilkinson,,
5667,Shakey Graves,,
5668,The Connells,,
5669,George Fitzgerald,,
5670,Jay Reatard,,
5671,Maribou State,,
5672,The Toasters,,
5673,Guts,,
5674,The Oh Hellos,,
5675,Hallucinogen,,
5676,Talvin Singh,,
5677,Fito Páez,,
5678,Benny Blanco,,
5679,Miguel Migs,,
5680,Envy,,
5682,Bear Hands,,
5688,Louise Attaque,,
5689,Omnia,,
5690,Yoav,,
5691,Chaka Demus & Pliers,,
5692,Is Tropical,,
5693,Alok,,
5694,Oren Lavie,,
5695,Arash,,
5696,Memoryhouse,,
5697,Familjen,,
5698,Triumph,,
5699,The Congos,,
5700,Ms. Dynamite,,
5701,Blind Willie Johnson,,
5702,Deaf Center,,
5703,Matt Monro,,
5704,Lee Ritenour,,
5705,YUI,,
5706,Wretch 32,,
5707,Swizz Beatz,,
5708,The Features,,
5713,Nause,,
5714,Ibeyi,,
5715,Joy Williams,,
5716,Angélique Kidjo,,
5717,Gorgoroth,,
5718,edIT,,
5719,WC,,
5720,Ataxia,,
5721,We Are the Ocean,,
5722,Class Actress,,
5723,Patrick Swayze,,
5724,Arms and Sleepers,,
5725,The Good Life,,
5726,The Walker Brothers,,
5727,Pere Ubu,,
5728,Ana Carolina,,
5729,The Black Heart Procession,,
5730,Viktor Vaughn,,
5731,Wamdue Project,,
5732,Queen Latifah,,
5733,Candlemass,,
5734,Max Bruch,,
5735,Dead Poetic,,
5736,Goldfish,,
5742,Denzel Curry,,
5743,Jungle Brothers,,
5744,Nina Nesbitt,,
5745,Gravediggaz,,
5746,Quicksilver Messenger Service,,
5747,Ария,,
5748,The Dramatics,,
5749,Lunatic Calm,,
5750,Lovehatehero,,
5751,Califone,,
5752,Waxahatchee,,
5753,Luna,,
5763,"Now, Now",,
5764,Jukebox the Ghost,,
5765,Belanova,,
5766,The Nat King Cole Trio,,
5767,Franco De Vita,,
5768,Cloud Control,,
5769,The Most Serene Republic,,
5770,Paul Hardcastle,,
5771,Houndmouth,,
5772,ORANGE RANGE,,
5773,Say Hi To Your Mom,,
5774,Dodgy,,
5775,Floating Points,,
5776,Maya Jane Coles,,
5777,X-Press 2,,
5778,Tonight Alive,,
5779,Ken Boothe,,
5780,Slagsmålsklubben,,
5781,Trevor Rabin,,
5782,Trust,,
5790,Llorca,,
5791,Terry Riley,,
5792,Bonde do Rolê,,
5793,Jason Collett,,
5794,"Bobby """"""""Blue"""""""" Bland",,
5795,Diana Vickers,,
5796,Xavier Naidoo,,
5797,Melendi,,
5798,Patti Page,,
5799,Tevin Campbell,,
5800,Molly Hatchet,,
5801,Nikka Costa,,
5802,Keiko Matsui,,
5803,East 17,,
5804,The Gun Club,,
5805,Teenage Bad Girl,,
5806,Lil Dicky,,
5807,Neon Hitch,,
5808,Little Green Cars,,
5809,The Acorn,,
5810,Lenine,,
5811,Isan,,
5812,Mateo Messina,,
5813,Richie Spice,,
5814,Greg Lake,,
5815,Die Apokalyptischen Reiter,,
5816,Darius,,
5822,N-Trance,,
5823,Gallant,,
5824,Albert Hammond,,
5825,Gala,,
5826,Ballyhoo!,,
5827,Juice WRLD,,
5828,Josh Gracin,,
5829,Dune,,
5830,Zee Avi,,
5831,Antimatter,,
5833,Schuyler Fisk,,
5834,Dinah Shore,,
5835,Frenship,,
5836,Felix Cartal,,
5837,High Places,,
5838,Connan Mockasin,,
5839,Jovanotti,,
5840,Vicetone,,
5841,Michael Kamen,,
5842,The Felice Brothers,,
5843,OST,,
5846,Agoria,,
5847,Before Their Eyes,,
5848,Cirque Du Soleil,,
5849,The Milk Carton Kids,,
5850,The Jesus Lizard,,
5851,Cujo,,
5854,De/Vision,,
5855,Laura Mvula,,
5856,Decapitated,,
5857,The Avener,,
5858,The House of Love,,
5859,Roy Buchanan,,
5860,Widespread Panic,,
5861,Chuckie,,
5862,A$AP Mob,,
5863,Dead By Sunrise,,
5864,Bushido,,
5868,Karsh Kale,,
5869,Kataklysm,,
5870,Franco Battiato,,
5871,Joe Goddard,,
5872,Sally Shapiro,,
5873,Raury,,
5874,Carnage,,
5875,Blutengel,,
5876,The City of Prague Philharmonic Orchestra,,
5877,Kelly Osbourne,,
5878,Young Guns,,
5879,Micachu,,
5880,Headhunterz,,
5881,6ix9ine,,
5882,Dark New Day,,
5883,Passengers,,
5886,The Beatnuts,,
5887,The Organ,,
5888,Bacilos,,
5889,Devin the Dude,,
5890,Yndi Halda,,
5891,Lightspeed Champion,,
5892,Autopilot Off,,
5893,Caifanes,,
5894,Busdriver,,
5895,Dissection,,
5896,Boom Bip,,
5897,The Jeff Healey Band,,
5898,Modern Jazz Quartet,,
5899,Goldie,,
5900,Dillon,,
5903,Robert Wyatt,,
5904,Benjamin Biolay,,
5905,Grails,,
5906,The Paddingtons,,
5907,Alif Tree,,
5908,Farin Urlaub,,
5909,Bob Acri,,
5910,James Yuill,,
5911,El Guincho,,
5912,Lumidee,,
5913,Traditional,,
5914,Kylesa,,
5915,Starley,,
5916,Indochine,,
5917,Kettcar,,
5918,Kaoma,,
5919,Halifax,,
5920,Cynic,,
5921,The Unseen,,
5922,Balthazar,,
5923,Omara Portuondo,,
5924,Amanda Blank,,
5925,Béla Fleck and the Flecktones,,
5926,Dalida,,
5927,Sherwood,,
5930,Kevin Morby,,
5931,Benjamin Britten,,
5932,Friends,,
5942,King Geedorah,,
5943,Khaled,,
5944,Bob Moses,,
5945,Léo Delibes,,
5946,Magnet,,
5947,The Honorary Title,,
5948,Mis-Teeq,,
5949,Travis Barker,,
5950,Jacques Greene,,
5951,Tape Five,,
5952,Океан Ельзи,,
5953,Burt Bacharach,,
5954,You Say Party! We Say Die!,,
5955,Colleen,,
5956,Grum,,
5957,Orjan Nilsen,,
5958,The String Quartet,,
5959,MC Solaar,,
5960,Bic Runga,,
5961,Marlon Roudette,,
5962,Jonathan Richman,,
5963,Max,,
5974,The Rosebuds,,
5975,Khruangbin,,
5976,Marek Hemmann,,
5977,Go Radio,,
5978,Kakkmaddafakka,,
5979,Kirsty MacColl,,
5980,Deborah Cox,,
5981,Frankie Cosmos,,
5982,Bonnie Somerville,,
5983,Disciple,,
5984,Keith Richards,,
5985,Falling Up,,
5986,Aaron Carter,,
5987,Teddybears STHLM,,
5988,Peter Sarstedt,,
5989,Mike Shinoda,,
5990,Lionel Hampton,,
5991,Sarah Jarosz,,
5992,The Vaselines,,
5993,10,,
5994,James Tw,,
5995,Information Society,,
5996,Mark Kozelek,,
5997,Stephan Bodzin,,
5998,Zeigeist,,
5999,The Electric Prunes,,
6000,Sex Bob-Omb,,
6001,Natalie Walker,,
6002,Reef,,
6003,Buck Owens,,
6004,The Bled,,
6005,Imany,,
6006,Soak,,
6007,Yung Lean,,
6008,Alphawezen,,
6009,Steven Wilson,,
6010,Jets to Brazil,,
6011,Erroll Garner,,
6012,Little Eva,,
6013,Orange Goblin,,
6014,Babes in Toyland,,
6015,Robin Williams,,
6016,Suburban Kids with Biblical Names,,
6017,Chris Clark,,
6019,Pegboard Nerds,,
6020,The Ethiopians,,
6021,Lou Donaldson,,
6022,Cranes,,
6023,Maxi Priest,,
6024,Londonbeat,,
6025,Perfume,,
6026,South,,
6027,Marteria,,
6028,Debbie Gibson,,
6029,Jean-Philippe Rameau,,
6030,Cibelle,,
6031,Laurie Anderson,,
6032,Caravan,,
6033,Rue du Soleil,,
6034,Король и Шут,,
6035,The Durutti Column,,
6036,Vinylshakerz,,
6037,The Beat,,
6038,Mike Doughty,,
6039,Wayne Wonder,,
6040,Soft Machine,,
6041,The Dixie Cups,,
6042,下村陽子,,
6043,Fake Blood,,
6044,Bad Manners,,
6045,Gabriel Rios,,
6046,Peter Murphy,,
6047,Gypsy & The Cat,,
6048,Isaiah Rashad,,
6049,The Amity Affliction,,
6050,Scott Grooves,,
6051,Joy Orbison,,
6052,Decyfer Down,,
6053,The Rentals,,
6054,Joy Wants Eternity,,
6055,Jibbs,,
6056,Yung L.A.,,
6057,You Love Her Coz She's Dead,,
6058,We Butter the Bread With Butter,,
6059,London Music Works,,
6060,John Carpenter,,
6061,Fashawn,,
6062,Graham Nash,,
6063,Dark Moor,,
6064,Blue Cheer,,
6065,Whitney,,
6066,Barrett Strong,,
6067,D4L,,
6068,Faust,,
6069,STS9,,
6070,Terry Callier,,
6071,God Forbid,,
6072,TNGHT,,
6073,Brook Benton,,
6074,Silje Nergaard,,
6075,Summer Camp,,
6076,Papoose,,
6077,SHINee,,
6078,Bill Frisell,,
6079,Mickey Avalon,,
6080,Cymande,,
6081,Astrix,,
6082,Hombres G,,
6083,Bill Medley & Jennifer Warnes,,
6084,JME,,
6085,Exile,,
6087,Medwyn Goodall,,
6093,Vaults,,
6094,Donald Fagen,,
6095,Blakroc,,
6096,The Go-Betweens,,
6097,Patricia Kaas,,
6098,The Shamen,,
6099,Miriam Makeba,,
6100,Iration,,
6101,Ministry of Sound,,
6102,Gong,,
6103,Мельница,,
6104,Sister Nancy,,
6105,Beta Radio,,
6106,Bishop Briggs,,
6107,X Japan,,
6108,John Grant,,
6109,Daniel Caesar,,
6110,Karnivool,,
6111,Graham Colton,,
6112,Stick to Your Guns,,
6113,C418,,
6114,Women,,
6115,Nitzer Ebb,,
6116,Subway to Sally,,
6117,Raimundos,,
6118,The Afters,,
6119,The Velvelettes,,
6120,Louis Jordan,,
6121,Don Caballero,,
6122,Rivers Cuomo,,
6123,RuPaul,,
6124,Maria Rita,,
6125,6LACK,,
6126,Boys Night Out,,
6127,John Fahey,,
6128,Pete Yorn & Scarlett Johansson,,
6129,SYML,,
6130,Nivea,,
6131,Utah Saints,,
6132,Lo-Fang,,
6133,The Move,,
6134,Sanctus Real,,
6135,Amaranthe,,
6136,Animal Джаz,,
6137,Daniel Lanois,,
6138,Sharam,,
6139,Tobacco,,
6140,SG Lewis,,
6141,Uh Huh Her,,
6142,Luscious Jackson,,
6143,Biohazard,,
6144,Ill Bill,,
6145,Dendemann,,
6146,Manian,,
6147,June Christy,,
6148,Perfect,,
6152,Street Dogs,,
6153,Grandmaster Flash,,
6154,Big Data,,
6155,Matt Redman,,
6156,EDX,,
6157,Lights & Motion,,
6158,The Sabres of Paradise,,
6159,Bounty Killer,,
6160,Eternal Tears of Sorrow,,
6161,Sophie,,
6166,Jorge Drexler,,
6167,The Receiving End of Sirens,,
6168,Throbbing Gristle,,
6169,Charlene Soraia,,
6170,Monolake,,
6171,Fear Before The March Of Flames,,
6172,Karen Dalton,,
6173,The Lawrence Arms,,
6174,Owen Pallett,,
6175,Swayzak,,
6176,Scarlett Johansson,,
6177,Luke Sital-Singh,,
6178,Teebs,,
6179,H-Blockx,,
6180,Motorama,,
6181,The Raspberries,,
6182,Sebastian Bach,,
6183,Darin,,
6184,Titãs,,
6185,Lewis Watson,,
6186,Maria Peszek,,
6187,The Derek Trucks Band,,
6188,Rick Wakeman,,
6189,Wipers,,
6190,PlayRadioPlay!,,
6191,Audien,,
6192,Fresno,,
6193,A Change of Pace,,
6194,Sarah Slean,,
6195,Z-Ro,,
6196,Mallu Magalhães,,
6197,O Rappa,,
6198,Julien Baker,,
6199,Las Ketchup,,
6200,Epic45,,
6201,SOJA,,
6202,Master P,,
6203,Lunatica,,
6204,Jarryd James,,
6205,Leona Naess,,
6206,22-20s,,
6207,BodyRockers,,
